x,y,h3_id,redevelopment_score,zoning_score,current_use_score,ownership_score,improvements_score,total_coverage
-123.58993770940458,41.62618709297239,88281c1345fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-123.59760430900596,41.63163766917853,88281c1347fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-123.60364903942951,41.61565530950459,88281c1349fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.61131486589467,41.621105582582,88281c134bfffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.59296097850779,41.61819580150485,88281c134dfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-123.62664793048363,41.632002841088735,88281c1351fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.63431516814497,41.6374498262542,88281c1353fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.61596032415508,41.63454543141814,88281c1355fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.62362771419046,41.63999311600979,88281c1357fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.62966758335655,41.62401199689914,88281c1359fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.63733419834249,41.6294593788139,88281c135bfffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.61898116298977,41.62655475982073,88281c135dfffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.57622210730868,41.636717087191805,88281c1361fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-123.58388947927746,41.642167966686294,88281c1363fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-123.56552900230191,41.63925548593313,88281c1365fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-123.57319652399892,41.64470706518703,88281c1367fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-123.57924712635408,41.62872653899391,88281c1369fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-123.58691387637475,41.63417781480549,88281c136bfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-123.56855520742492,41.631265111693814,88281c136dfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-123.83815847194462,41.741342484336094,88281c1401fffff,0.53,0.8,0.30000000000000004,0.7,0.0,1.8
-123.84583534239056,41.746762526288464,88281c1403fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.82747972095245,41.743903937898,88281c1405fffff,0.53,0.8,0.30000000000000004,0.7,0.0,1.8
-123.83515675527717,41.74932467872009,88281c1407fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.84115962724461,41.73335972021946,88281c1409fffff,0.53,0.8,0.30000000000000004,0.7,0.0,1.8
-123.84883587031679,41.738780162283646,88281c140bfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.83048206486296,41.73592134347519,88281c140dfffff,0.53,0.8,0.30000000000000004,0.7,0.0,1.8
-123.86418974505254,41.74961774959507,88281c1411fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.8718673762485,41.75503489458888,88281c1413fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.8535126759671,41.75218146920536,88281c1415fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.86119047244044,41.75759931296002,88281c1417fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.86718845661336,41.74163561661598,88281c1419fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.87486545992752,41.747053162072106,88281c141bfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.85651257633073,41.7441995054511,88281c141dfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.81379552347015,41.75444637673492,88281c1421fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.82147334829035,41.759867416480034,88281c1423fffff,0.455,0.8,0.30000000000000004,0.19999999999999996,0.0,1.3
-123.8031128797475,41.757005921502724,88281c1425fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.81079086720798,41.76242766036003,88281c1427fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.81679961782534,41.74646452256157,88281c1429fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.82447681547531,41.75188596233814,88281c142bfffff,0.455,0.8,0.30000000000000004,0.19999999999999996,0.0,1.3
-123.8061181630488,41.74902423791921,88281c142dfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.83983260246957,41.76272554458734,88281c1431fffff,0.455,0.8,0.30000000000000004,0.19999999999999996,0.0,1.3
-123.84751119134648,41.768143686806155,88281c1433fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.82915163727579,41.765287357027475,88281c1435fffff,0.455,0.8,0.30000000000000004,0.19999999999999996,0.0,1.3
-123.83683039019267,41.77070619825033,88281c1437fffff,0.455,0.8,0.30000000000000004,0.19999999999999996,0.0,1.3
-123.84283425315517,41.7547443204949,88281c1439fffff,0.455,0.8,0.30000000000000004,0.19999999999999996,0.0,1.3
-123.85051221435273,41.76016286309554,88281c143bfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.83215447710127,41.75730630305574,88281c143dfffff,0.455,0.8,0.30000000000000004,0.19999999999999996,0.0,1.3
-123.8364850685479,41.71995444594505,88281c1441fffff,0.53,0.8,0.30000000000000004,0.7,0.0,1.8
-123.84416022131815,41.725376386685994,88281c1443fffff,0.53,0.8,0.30000000000000004,0.7,0.0,1.8
-123.82580853085986,41.72251553990919,88281c1445fffff,0.53,0.8,0.30000000000000004,0.7,0.0,1.8
-123.83348384734775,41.72793817938559,88281c1447fffff,0.53,0.8,0.30000000000000004,0.7,0.0,1.8
-123.83948572860432,41.71197014346959,88281c1449fffff,0.53,0.8,0.30000000000000004,0.7,0.0,1.8
-123.8471602543062,41.7173924840516,88281c144bfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.82881037899773,41.714531406700566,88281c144dfffff,0.53,0.8,0.30000000000000004,0.7,0.0,1.8
-123.86251069386957,41.728233869613064,88281c1451fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.87018660726382,41.7336529143384,88281c1453fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.8518358370749,41.73079722879614,88281c1455fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.85951191558452,41.73621697214843,88281c1457fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.86550891132673,41.720250198160834,88281c1459fffff,0.455,0.8,0.30000000000000004,0.19999999999999996,0.0,1.3
-123.8731841971449,41.72566964307812,88281c145bfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.8548352428058,41.722813726141815,88281c145dfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.81212704389738,41.733059159620275,88281c1461fffff,0.53,0.8,0.30000000000000004,0.7,0.0,1.8
-123.81980315041466,41.73848209815563,88281c1463fffff,0.53,0.8,0.30000000000000004,0.7,0.0,1.8
-123.80144661538785,41.735618346340246,88281c1465fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.80912288438503,41.741041983853144,88281c1467fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.81513064172684,41.725075765536445,88281c1469fffff,0.53,0.8,0.30000000000000004,0.7,0.0,1.8
-123.82280612137919,41.73049910383287,88281c146bfffff,0.53,0.8,0.30000000000000004,0.7,0.0,1.8
-123.80445140163401,41.72763512241933,88281c146dfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.89190628262222,41.779259693828585,88281c1481fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.89958639006915,41.784672039877876,88281c1483fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.8812286876601,41.78182603922599,88281c1485fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.88890896194587,41.78723908405964,88281c1487fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.89490304234072,41.7712797334063,88281c1489fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.90258252109247,41.77669248053727,88281c148bfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.88422663690167,41.773846247986285,88281c148dfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.91794286227163,41.787514675332794,88281c1491fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.9256237242301,41.792924122746626,88281c1493fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.90726695900803,41.79008328600857,88281c1495fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.91494798920444,41.795493432095284,88281c1497fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.9209371746987,41.77953534849854,88281c1499fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.92861740745535,41.784945197343575,88281c149bfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.91026246114758,41.78210412788794,88281c149dfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.86755003649749,41.79237056736421,88281c14a1fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.87523110556272,41.79778391006715,88281c14a3fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.8568685401399,41.79493500567004,88281c14a5fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.86454977480699,41.800349047401596,88281c14a7fffff,0.28,0.5,0.0,0.0,0.0,0.5
-123.87054973668933,41.78439151632094,88281c14a9fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.87823017726082,41.78980526002462,88281c14abfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.85986943019373,41.786956124705036,88281c14adfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.89359244518418,41.80062944747479,88281c14b1fffff,0.28,0.5,0.0,0.0,0.0,0.5
-123.90127427206727,41.80603989097027,88281c14b3fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.88291263715512,41.80319615268804,88281c14b5fffff,0.28,0.5,0.0,0.0,0.0,0.5
-123.8905946310403,41.80860729510137,88281c14b7fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.89658969814674,41.792651028962034,88281c14b9fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.9042708960283,41.798061873807626,88281c14bbfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.88591108017056,41.795217903784426,88281c14bdfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.89022085247606,41.75788495544425,88281c14c1fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.89789924124241,41.76329920310788,88281c14c3fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.87954546968453,41.76045094030614,88281c14c5fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.88722402512663,41.76586588662063,88281c14c7fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.893217119091,41.7499034547725,88281c14c9fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.90089487946832,41.75531810324861,88281c14cbfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.88254292529311,41.75246960839029,88281c14cdfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.9162517834705,41.76614410194179,88281c14d1fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.92393092662677,41.77155545190744,88281c14d3fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.90557809135782,41.768712351255246,88281c14d5fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.91325740258806,41.77412439976065,88281c14d7fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.91924560393595,41.75816323474654,88281c14d9fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.92692411819674,41.76357498587462,88281c14dbfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.90857310100625,41.760731652346976,88281c14ddfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.86586952577099,41.77099665026784,88281c14e1fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.87354887552372,41.776411894586765,88281c14e3fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.85519024349807,41.7735607295856,88281c14e5fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.86286975869038,41.77897667279926,88281c14e7fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.86886873157664,41.76301605742595,88281c14e9fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.87654745314175,41.76843170247674,88281c14ebfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.85819063863596,41.76558030639533,88281c14edfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.76337883717534,41.759254398141465,88281c1501fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.77105684313959,41.76467933395765,88281c1503fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.75269063145142,41.76180976085861,88281c1505fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.76036879741442,41.76723539613536,88281c1507fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.76638831417527,41.751272828665186,88281c1509fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.7740656936848,41.756698164081776,88281c150bfffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.75570129753497,41.753828363337455,88281c150dfffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.78942185017324,41.76754553785662,88281c1511fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.79710062668539,41.77296757595974,88281c1513fffff,0.28,0.5,0.0,0.0,0.0,0.5
-123.7787353151944,41.770103170658224,88281c1515fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.78641425310643,41.775525908115576,88281c1517fffff,0.25200000000000006,0.5,0.0,0.0,1.0,1.5
-123.79242888479364,41.75956459623406,88281c1519fffff,0.28,0.5,0.0,0.0,0.0,0.5
-123.80010703434012,41.76498703428807,88281c151bfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.78174353909522,41.76212240052147,88281c151dfffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.73898865860899,41.77234490508697,88281c1521fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.74666761026342,41.777770840388506,88281c1523fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.72829656650676,41.77489835104696,88281c1525fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.7359756769166,41.78032498604997,88281c1527fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.74200107700148,41.76436425182622,88281c1529fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.74967940240796,41.769790586647474,88281c152bfffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.73131017431453,41.76691787063739,88281c152dfffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.76503745379802,41.78063995875004,88281c1531fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.77271717931491,41.78606299577584,88281c1533fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.75434702904454,41.78319567641402,88281c1535fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.76202691471909,41.788619413035754,88281c1537fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.76804742989107,41.772659932285535,88281c1539fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.77572652864804,41.778083369181466,88281c153bfffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.75735819475123,41.775215822331354,88281c153dfffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.76172094138747,41.73786385436079,88281c1541fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.76939722855539,41.74329068802223,88281c1543fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.75103495379194,41.74041886141299,88281c1545fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.75871140079991,41.74584639439958,88281c1547fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.76472991943872,41.729880743536945,88281c1549fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.77240558045693,41.7353079765283,88281c154bfffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.75404512039721,41.73243592211733,88281c154dfffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.78775829952515,41.74615914666943,88281c1551fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.79543535710876,41.75158308356339,88281c1553fffff,0.28,0.5,0.0,0.0,0.0,0.5
-123.77707398166788,41.748716422973494,88281c1555fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.78475120049175,41.754141059086685,88281c1557fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.7907648363366,41.73817666358541,88281c1559fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.7984412672598,41.7436010001602,88281c155bfffff,0.28,0.5,0.0,0.0,0.0,0.5
-123.7800817072301,41.740734110948466,88281c155dfffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.73733569999918,41.75095519343728,88281c1561fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.74501293223527,41.75638302658323,88281c1563fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.72664582793139,41.75350828528394,88281c1565fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.73432321876491,41.75893681799565,88281c1567fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.7403476181586,41.742972997278,88281c1569fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.74802422445168,41.74840122967357,88281c156bfffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.72965893497617,41.745526261549074,88281c156dfffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.81713465865522,41.7972058629679,88281c1581fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.82481592234896,41.802623102302086,88281c1583fffff,0.28,0.5,0.0,0.0,0.0,0.5
-123.8064475818091,41.799766121674914,88281c1585fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.81412900846432,41.80518406039055,88281c1587fffff,0.28,0.5,0.0,0.0,0.0,0.5
-123.82013974649053,41.78922709360521,88281c1589fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.82782038240273,41.79464473350943,88281c158bfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.80945385965028,41.79178752375541,88281c158dfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.84318304678939,41.805476713592114,88281c1591fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.85086507479575,41.81089105351814,88281c1593fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.83249765049756,41.80803924163158,88281c1595fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.84017984286689,41.81345428083013,88281c1597fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.84618568867249,41.797498574533776,88281c1599fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.85386708838764,41.80291331537936,88281c159bfffff,0.28,0.5,0.0,0.0,0.0,0.5
-123.83550148258036,41.80006127354716,88281c159dfffff,0.28,0.5,0.0,0.0,0.0,0.5
-123.79275112168176,41.810303362936466,88281c15a1fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.80043333832035,41.8157216006296,88281c15a3fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.78206014975842,41.812861706578374,88281c15a5fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.7897425281166,41.818280643895704,88281c15a7fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.79575915235115,41.80232550922273,88281c15a9fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.80344074141291,41.807744147404605,88281c15abfffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.78506937076861,41.8048840252036,88281c15adfffff,0.25200000000000006,0.5,0.0,0.0,1.0,1.5
-123.81880531520802,41.818578123557366,88281c15b1fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.82648829947338,41.82399346127547,88281c15b3fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.80811602045047,41.82113873815644,88281c15b5fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.81579916783814,41.82655477539055,88281c15b7fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.82181089999783,41.81060089908966,88281c15b9fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.82949325617568,41.81601663764592,88281c15bbfffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.81112279577653,41.81316168555832,88281c15bdfffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.81546472823274,41.77582861260686,88281c15c1fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.82314427211162,41.781247752617496,88281c15c3fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.80477986839809,41.77838851470358,88281c15c5fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.81245957507774,41.78380835396103,88281c15c7fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.81846931925655,41.767848300008076,88281c15c9fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.82614823565963,41.77326784031985,88281c15cbfffff,0.455,0.8,0.30000000000000004,0.19999999999999996,0.0,1.3
-123.80778564889769,41.770408373121384,88281c15cdfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.841507460594,41.78410362242732,88281c15d1fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.8491877686575,41.78951986396993,88281c15d3fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.83082428030046,41.786665793026536,88281c15d5fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.83850475256541,41.79208273370743,88281c15d7fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.84450960680729,41.77612394002183,88281c15d9fffff,0.455,0.8,0.30000000000000004,0.19999999999999996,0.0,1.3
-123.85218928688563,41.78154058221552,88281c15dbfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.83382761618336,41.778686281168476,88281c15ddfffff,0.455,0.8,0.30000000000000004,0.19999999999999996,0.0,1.3
-123.79108612406914,41.78892694470061,88281c15e1fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.79876662026612,41.79434708306936,88281c15e3fffff,0.28,0.5,0.0,0.0,0.0,0.5
-123.78039737106842,41.79148493328139,88281c15e5fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.78807802882508,41.79690577113936,88281c15e7fffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.79409365664215,41.78094754620235,88281c15e9fffff,0.28,0.5,0.0,0.0,0.0,0.5
-123.80177352556798,41.7863680847913,88281c15ebfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.78340609345192,41.7835057066956,88281c15edfffff,0.25200000000000006,0.5,0.0,0.0,0.0,0.5
-123.8591547782212,41.68545118882756,88281c1601fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.86682725827558,41.69087403017671,88281c1603fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.84848434332002,41.68801382499583,88281c1605fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.85615698816635,41.69343736470399,88281c1607fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.86215200789474,41.67746444543162,88281c1609fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.86982386098367,41.68288768642971,88281c160bfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.85148276021022,41.68002724954334,88281c160dfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.88516895179288,41.69373087452895,88281c1611fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.89284218904598,41.69915082137569,88281c1613fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.8745002001399,41.69629577346335,88281c1615fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.88217360358068,41.701716418560224,88281c1617fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.88816373993983,41.685744763095514,88281c1619fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.89583634972112,41.6911651099426,88281c161bfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.87749617569422,41.68830982950458,88281c161dfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.8348123918087,41.69856143369311,88281c1621fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.84248582765792,41.70398527227539,88281c1623fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.82413806652775,41.70112216733973,88281c1625fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.8318116659337,41.70654670452313,88281c1627fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.83781255676351,41.690575594526855,88281c1629fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.84548536584956,41.69599983267867,88281c162bfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.82713941903532,41.69313649701311,88281c162dfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.86083237174974,41.706845014596496,88281c1631fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.86850656809696,41.71226595810773,88281c1633fffff,0.455,0.8,0.30000000000000004,0.19999999999999996,0.0,1.3
-123.85015972634963,41.70940801263235,88281c1635fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.85783408765046,41.71482965463655,88281c1637fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.86383009524452,41.69885980633776,88281c1639fffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
-123.87150366432108,41.70428114976982,88281c163bfffff,0.44000000000000006,0.8,0.30000000000000004,0.0,0.0,1.1
